ticket,category,clean_ticket
I want to change my subscription plan Please help me with this issue.,Subscription,
Can you help me? Please process my refund Please help.,Refund,
I am facing an issue where When will my package be delivered? What should I do?,Delivery Issue,
I need assistance because I want to update my account information Can you resolve this?,Account Issue,
I am having a problem because My order has not arrived yet What should I do?,Delivery Issue,
I am facing an issue where Why was I charged for my subscription? Please help me with this issue.,Subscription,
Could you please help? I no longer want this order Please help me with this issue.,Cancellation,
I need assistance because I want to cancel my order Can you check this?,Cancellation,
Could you please help? I cannot access my account Please help.,Account Issue,
I am facing an issue where My subscription payment failed Please help me with this issue.,Subscription,
I need assistance because The app is very slow Please help me with this issue.,Technical Issue,
I am facing an issue where My order is still in transit Please help.,Delivery Issue,
I am having a problem because My payment failed while placing the order Please look into this.,Payment Issue,
I need assistance because There is an item missing from my package Please look into this.,Order Issue,
I need help because Why did my card payment fail? Please help me with this issue.,Payment Issue,
I no longer want this order Please help me with this issue.,Cancellation,
I am facing an issue where The website keeps showing an error Can you resolve this?,Technical Issue,
I need assistance because When will I receive my refund?,Refund,
I am facing an issue where The app crashes whenever I open it Please help.,Technical Issue,
I need assistance because The app keeps crashing What should I do?,Technical Issue,
I am having a problem because I received a damaged product Please help me with this issue.,Order Issue,
Can you help me? I forgot my password Can you resolve this?,Account Issue,
I need assistance because My transaction failed What should I do?,Payment Issue,
I am having a problem because I made a payment but it is still showing as pending Can you check this?,Payment Issue,
I need help because Can you cancel my order? Please help.,Cancellation,
"Please help me, Can I get a refund for this order? Please help.",Refund,
"Please help me, Please cancel this transaction What should I do?",Cancellation,
I am facing an issue where I no longer want this order I need assistance.,Cancellation,
Can you help me? Why is my payment pending? I need assistance.,Payment Issue,
